id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
19196,BMW,5 Serisi,520i Premium,2014.0,212000.0,Otomatik,Benzin,Sedan,Kahverengi,1500.0,163.0,0.0,0.0,Galeriden,1549000.0
19198,BMW,3 Serisi,320i Cabrio,1997.0,254000.0,Düz,Benzin,Cabrio,Mavi,1991.0,156.0,0.0,0.0,Galeriden,1775000.0
19199,Volvo,S40,1.6,2001.0,274000.0,Düz,LPG & Benzin,Sedan,Şampanya,1587.0,109.0,2.0,4.0,Sahibinden,335000.0
19200,BMW,5 Serisi,520i M Sport,2018.0,113000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,4.0,Galeriden,2610000.0
19201,BMW,1 Serisi,116d M Sport,2023.0,39000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1496.0,116.0,0.0,0.0,Galeriden,2150000.0
19202,BMW,5 Serisi,520i M Sport,2022.0,58000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Galeriden,3555950.0
19204,BMW,5 Serisi,520i Executive,2014.0,219800.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,1.0,1.0,Galeriden,1495000.0
19205,BMW,1 Serisi,118i First Edition Sport Line,2020.0,91843.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,3.0,Yetkili Bayiden,1750000.0
19206,BMW,1 Serisi,118i Sport Line,2024.0,11000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,0.0,Galeriden,2295000.0
19208,BMW,5 Serisi,520i Executive M Sport,2016.0,170000.0,Otomatik,Benzin,Sedan,Füme,1500.0,163.0,1.0,4.0,Galeriden,1785000.0
19210,BMW,3 Serisi,320i ED Modern Line Plus,2014.0,134000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1299000.0
19211,BMW,5 Serisi,520d M Sport,2012.0,310000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,0.0,8.0,Galeriden,1275000.0
19212,BMW,3 Serisi,320i ED Modern Line,2014.0,201000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1200000.0
19213,BMW,2 Serisi,216d Gran Coupe First Edition Sport Line,2020.0,94000.0,Otomatik,Benzin,Coupe,Füme,1500.0,113.0,0.0,0.0,Galeriden,1715000.0
19214,BMW,1 Serisi,116i Comfort,2013.0,138000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,2.0,4.0,Galeriden,819900.0
19215,BMW,5 Serisi,520i Comfort,2014.0,261000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,3.0,Galeriden,1125000.0
19216,BMW,3 Serisi,320i ED Sport Line,2016.0,152000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,3.0,Galeriden,1475000.0
19217,BMW,5 Serisi,520i Premium,2016.0,175000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1649750.0
19218,BMW,3 Serisi,320d Modern Line,2013.0,250000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,2.0,2.0,Galeriden,1190000.0
19219,BMW,3 Serisi,320d Standart,2014.0,161500.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,0.0,4.0,Galeriden,1265000.0
19220,BMW,5 Serisi,520i Comfort,2015.0,176500.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,1.0,4.0,Galeriden,1425000.0
19222,BMW,4 Serisi,418i Gran Coupe Gran Coupe,2015.0,213000.0,Otomatik,Benzin,Coupe,Beyaz,1500.0,138.0,0.0,3.0,Galeriden,1289900.0
19223,BMW,5 Serisi,520i 50th Year M Edition,2022.0,94500.0,Otomatik,Benzin,Sedan,Mavi,1500.0,163.0,0.0,0.0,Galeriden,3384850.0
19224,BMW,1 Serisi,116i Premium,2010.0,176000.0,Otomatik,Benzin,Hatchback/5,Gri,1500.0,113.0,0.0,0.0,Galeriden,785000.0
19225,BMW,5 Serisi,520i Comfort Plus,2018.0,146000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,2299750.0
19226,BMW,5 Serisi,520d Comfort,2012.0,256000.0,Otomatik,Benzin,Sedan,Siyah,1995.0,184.0,0.0,0.0,Galeriden,1299000.0
19227,BMW,3 Serisi,318i Premium Line,2017.0,162000.0,Otomatik,Benzin,Sedan,Mavi,1500.0,138.0,0.0,0.0,Galeriden,1375000.0
19228,BMW,1 Serisi,118i One Edition M,2019.0,25000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,0.0,Galeriden,1635000.0
19229,BMW,5 Serisi,530i xDrive M Sport,2017.0,162000.0,Otomatik,Benzin,Sedan,Füme,1900.0,263.0,0.0,1.0,Galeriden,2430000.0
19230,BMW,4 Serisi,418i Gran Coupe M Sport,2015.0,169000.0,Otomatik,Benzin,Coupe,Siyah,1500.0,138.0,1.0,3.0,Galeriden,1369000.0
19231,BMW,1 Serisi,118i Joy Plus,2016.0,82000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1310000.0
19233,BMW,3 Serisi,316i Comfort,2011.0,195000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,0.0,0.0,Galeriden,799000.0
19234,Citroen,C-Elysee,1.6 HDi Confort,2016.0,300000.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,4.0,0.0,Galeriden,387500.0
19235,Citroen,C4,1.6 HDi SX,2006.0,282000.0,Düz,Dizel,Hatchback/5,Siyah,1560.0,111.0,0.0,1.0,Sahibinden,330000.0
19236,Citroen,C-Elysee,1.2 PureTech Live,2019.0,126000.0,Düz,Benzin,Sedan,Beyaz,1200.0,88.0,0.0,0.0,Galeriden,570000.0
19239,Citroen,C3,1.2 PureTech Feel,2020.0,105000.0,Düz,Benzin,Hatchback/5,Bordo,1200.0,88.0,0.0,1.0,Galeriden,692000.0
19240,BMW,6 Serisi,630i Gran Turismo M Sport,2022.0,69067.0,Otomatik,Benzin,Hatchback/5,Siyah,1900.0,263.0,0.0,0.0,Galeriden,4550000.0
19241,Citroen,C-Elysee,1.2 VTi Comfort,2015.0,133000.0,Yarı Otomatik,Benzin,Sedan,Beyaz,1199.0,73.0,0.0,0.0,Sahibinden,575000.0
19242,Citroen,C3,1.4 HDi Attraction,2011.0,98000.0,Düz,Benzin,Hatchback/5,Siyah,1300.0,63.0,3.0,0.0,Galeriden,505000.0
19243,Citroen,C4 X,1.2 PureTech Feel Bold,2023.0,55500.0,Otomatik,Benzin,Sedan,Gri,1200.0,138.0,0.0,1.0,Galeriden,1313900.0
19244,Citroen,C3,1.2 PureTech Shine,2024.0,28254.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,1209900.0
19245,Citroen,C3,1.4 HDi Attraction,2011.0,184000.0,Düz,Dizel,Hatchback/5,Beyaz,1398.0,71.0,1.0,4.0,Sahibinden,390000.0
19246,Citroen,C4 X,1.2 PureTech Shine,2024.0,8500.0,Otomatik,Benzin,SUV,Füme,1199.0,132.0,0.0,0.0,Sahibinden,1480000.0
19247,Citroen,C-Elysee,1.6 HDi Feel,2017.0,177000.0,Düz,Benzin,Sedan,Gri,1560.0,93.0,4.0,3.0,Galeriden,488000.0
19248,Citroen,C-Elysee,1.2 PureTech Live,2019.0,113000.0,Düz,Benzin,Sedan,Beyaz,1200.0,88.0,0.0,0.0,Galeriden,626000.0
19249,Citroen,C5,1.6 e-HDi Confort,2012.0,196000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,0.0,4.0,Galeriden,735000.0
19250,Citroen,C4 X,1.2 PureTech Feel Bold,2023.0,50500.0,Otomatik,Benzin,Sedan,Siyah,1200.0,138.0,0.0,0.0,Galeriden,1328900.0
19251,Citroen,C4,1.2 PureTech Shine,2024.0,18000.0,Otomatik,Benzin,Hatchback/5,Gri,1200.0,138.0,0.0,0.0,Galeriden,1380000.0
19252,Citroen,C4,1.2 PureTech Shine Bold,2023.0,40600.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1200.0,138.0,0.0,0.0,Galeriden,1460000.0
19253,Citroen,C3,1.4 VTi Collection,2013.0,162000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,88.0,0.0,0.0,Galeriden,620000.0
19254,Citroen,C3,1.2 PureTech Shine,2024.0,17000.0,Otomatik,Benzin,Hatchback/5,Gri,1200.0,113.0,0.0,0.0,Galeriden,1139500.0
19255,Citroen,C-Elysee,1.6 HDi Attraction,2016.0,198500.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,1.0,1.0,Galeriden,569500.0
19257,Citroen,C3,1.2 PureTech Shine,2024.0,9000.0,Otomatik,Benzin,Hatchback/5,Füme,1200.0,113.0,0.0,0.0,Galeriden,1149000.0
19258,Citroen,C5,2.0 HDi Exclusive,2009.0,232000.0,Otomatik,Benzin,Sedan,Gri,1997.0,140.0,1.0,2.0,Galeriden,689000.0
19259,Citroen,C-Elysee,1.2 VTi Attraction,2013.0,140951.0,Düz,LPG & Benzin,Sedan,Gri,1199.0,73.0,2.0,2.0,Galeriden,515000.0
19260,Citroen,C-Elysee,1.6 HDi Attraction,2013.0,237000.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,2.0,6.0,Galeriden,445000.0
19262,Citroen,C4 Picasso,1.6 e-HDi Intensive,2014.0,210000.0,Yarı Otomatik,Dizel,MPV,Kırmızı,1560.0,117.0,0.0,7.0,Galeriden,767000.0
19263,Citroen,C-Elysee,1.6 HDi Exclusive,2015.0,326000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,0.0,5.0,Galeriden,509000.0
19264,Peugeot,301,1.5 BlueHDI Active,2020.0,95700.0,Düz,Dizel,Sedan,Beyaz,1499.0,102.0,1.0,4.0,Sahibinden,700000.0
19266,Peugeot,308,1.2 PureTech Style,2020.0,104000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,138.0,0.0,0.0,Galeriden,1054900.0
19267,Citroen,Saxo,1.4 SX,2002.0,275000.0,Düz,LPG & Benzin,Hatchback/5,Şampanya,1360.0,76.0,0.0,0.0,Galeriden,185000.0
19268,Citroen,C3,1.4 SX,2003.0,210000.0,Otomatik,Benzin,Hatchback/5,Mavi,1360.0,76.0,4.0,6.0,Galeriden,320000.0
19271,Citroen,C3,1.2 PureTech Shine,2023.0,16000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,1175000.0
19273,Peugeot,307,1.4 HDi XR,2003.0,287000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398.0,69.0,0.0,6.0,Sahibinden,320000.0
19274,Citroen,C-Elysee,1.6 HDi Attraction,2015.0,280000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,2.0,3.0,Galeriden,495000.0
19276,Peugeot,206,1.4 X-Line,2005.0,196800.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1360.0,76.0,1.0,3.0,Sahibinden,370000.0
19277,Citroen,C-Elysee,1.5 BlueHDi Feel,2020.0,98000.0,Düz,Dizel,Sedan,Beyaz,1499.0,100.0,4.0,5.0,Galeriden,645000.0
19281,Peugeot,207,1.4 HDi Comfort,2009.0,230000.0,Düz,Dizel,Hatchback/5,Gri,1398.0,71.0,1.0,5.0,Galeriden,425000.0
19282,Peugeot,306,1.6 Griffe,1998.0,440000.0,Düz,Benzin,Hatchback/5,Kırmızı,1587.0,90.0,0.0,0.0,Galeriden,269500.0
19283,Citroen,C4,1.6 HDi Confort Plus,2013.0,150400.0,Düz,Benzin,Hatchback/5,Füme,1560.0,93.0,0.0,5.0,Galeriden,680000.0
19286,Peugeot,301,1.2 PureTech Active,2019.0,180000.0,Düz,Benzin,Sedan,Beyaz,1199.0,83.0,2.0,0.0,Sahibinden,590000.0
19287,Citroen,C3,1.4 HDi X,2005.0,333000.0,Düz,Dizel,Hatchback/5,Lacivert,1398.0,71.0,3.0,7.0,Galeriden,258000.0
19288,Peugeot,206,1.4 XR,2002.0,92641.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1360.0,76.0,1.0,1.0,Sahibinden,395000.0
19289,Peugeot,307,1.6 XT,2003.0,323000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1587.0,110.0,0.0,2.0,Sahibinden,280000.0
19291,Citroen,C-Elysee,1.6 HDi Confort,2015.0,203000.0,Düz,Benzin,Sedan,Beyaz,1560.0,93.0,1.0,4.0,Galeriden,510000.0
19292,Citroen,C3,1.4 HDi X,2006.0,218000.0,Düz,Dizel,Hatchback/5,Gri,1398.0,71.0,0.0,1.0,Galeriden,330000.0
19293,Citroen,C4 X,1.5 BlueHDi Feel Bold,2023.0,61000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,2.0,Galeriden,1353900.0
19294,Citroen,C4,1.6 HDi SX,2005.0,351000.0,Düz,Dizel,Hatchback/5,Lacivert,1560.0,111.0,0.0,5.0,Galeriden,340000.0
19295,Citroen,C3,1.2 PureTech Feel,2019.0,60000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,930000.0
19296,Peugeot,301,1.5 BlueHDI Active,2019.0,103000.0,Düz,Dizel,Sedan,Gri (metalik),1499.0,102.0,0.0,4.0,Sahibinden,750000.0
19297,Peugeot,307,1.6 HDi Comfort,2006.0,288000.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1560.0,91.0,2.0,2.0,Galeriden,285000.0
19298,Peugeot,206,1.4 Fever,2007.0,290000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1360.0,76.0,1.0,0.0,Sahibinden,360000.0
19300,Peugeot,308,1.6 HDi Comfort,2008.0,248000.0,Düz,Dizel,Hatchback/3,Beyaz,1560.0,91.0,0.0,2.0,Sahibinden,450000.0
19302,Peugeot,301,1.6 HDi Allure,2013.0,154000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,1.0,0.0,Sahibinden,600000.0
19304,Peugeot,308,1.6 HDi Comfort,2008.0,211000.0,Düz,Dizel,Hatchback/5,Siyah,1560.0,91.0,0.0,4.0,Sahibinden,450000.0
19306,Peugeot,207,1.4 Trendy,2009.0,222000.0,Düz,Benzin,Hatchback/5,Kırmızı,1360.0,91.0,2.0,2.0,Sahibinden,390000.0
19308,Peugeot,206+,1.4 HDi Comfort,2010.0,232000.0,Düz,Dizel,Hatchback/5,Gri,1398.0,71.0,1.0,0.0,Sahibinden,390000.0
19310,Peugeot,301,1.6 HDi Allure,2013.0,282000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,1.0,2.0,Sahibinden,490000.0
19311,Peugeot,207,1.6 HDi Dynamic,2009.0,267000.0,Düz,Dizel,Hatchback/5,Gri,1560.0,91.0,3.0,2.0,Sahibinden,500000.0
19312,Peugeot,301,1.6 HDi Active,2015.0,212000.0,Düz,Dizel,Sedan,Beyaz,1560.0,93.0,1.0,5.0,Sahibinden,500000.0
19313,Peugeot,207,1.4 HDi Comfort,2009.0,227000.0,Düz,Dizel,Hatchback/5,Siyah,1398.0,71.0,0.0,4.0,Sahibinden,460000.0
19314,Peugeot,308,1.6 e-HDi Access,2012.0,250000.0,Düz,Dizel,Hatchback/5,Beyaz,1560.0,114.0,0.0,0.0,Sahibinden,610000.0
19315,Peugeot,206,1.6 Roland Garros,2001.0,278000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),1587.0,110.0,0.0,6.0,Sahibinden,300000.0
19316,Peugeot,206+,1.4 HDi Comfort,2011.0,177500.0,Düz,Dizel,Hatchback/5,Gri,1398.0,71.0,0.0,6.0,Sahibinden,427500.0
19317,Peugeot,206,1.4 Comfort,2007.0,167000.0,Düz,LPG & Benzin,Sedan,Beyaz,1360.0,76.0,0.0,3.0,Sahibinden,370000.0
19320,Chevrolet,Aveo,1.4 SE,2010.0,172000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1399.0,100.0,2.0,3.0,Sahibinden,441000.0
19321,Peugeot,206,1.6 Roland Garros,2001.0,278000.0,Düz,LPG & Benzin,Hatchback/5,Yeşil (metalik),1500.0,113.0,1.0,0.0,Sahibinden,300000.0
19323,Peugeot,307,1.6 XT,2005.0,330000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1587.0,110.0,1.0,3.0,Sahibinden,385000.0
19324,Peugeot,308,1.6 HDi Access,2012.0,207000.0,Düz,Dizel,Hatchback/5,Gri,1560.0,93.0,0.0,0.0,Sahibinden,500000.0
19325,Peugeot,301,1.6 BlueHDI Active,2018.0,184250.0,Düz,Dizel,Sedan,Beyaz,1560.0,102.0,3.0,1.0,Sahibinden,535000.0
19326,Peugeot,407,1.6 HDi Millesim,2011.0,297000.0,Düz,Dizel,Sedan,Beyaz,1560.0,112.0,1.0,1.0,Sahibinden,455000.0
19328,Peugeot,307,1.6 HDi Comfort,2007.0,228000.0,Düz,Dizel,Hatchback/5,Gri (metalik),1560.0,112.0,0.0,1.0,Sahibinden,345000.0
19330,Chevrolet,Cruze,1.6 LT Plus,2012.0,192000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598.0,124.0,0.0,1.0,Sahibinden,560000.0
19336,Chevrolet,Cruze,1.6 LS Plus,2011.0,180000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,0.0,1.0,Sahibinden,575000.0
19337,Peugeot,306,1.6 Platinum,2000.0,210000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1587.0,99.0,0.0,3.0,Sahibinden,290000.0
19338,Chevrolet,Kalos,1.4 SX,2005.0,150650.0,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1399.0,94.0,1.0,1.0,Sahibinden,455000.0
19340,Chevrolet,Aveo,1.4 LS,2012.0,90000.0,Düz,Benzin,Sedan,Siyah,1398.0,100.0,1.0,1.0,Galeriden,388500.0
19342,Chevrolet,Kalos,1.4 SE,2004.0,199000.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1399.0,83.0,1.0,4.0,Sahibinden,295000.0
19343,Chevrolet,Aveo,1.2 LS,2012.0,161000.0,Düz,Benzin,Hatchback/5,Füme,1229.0,86.0,1.0,0.0,Sahibinden,449000.0
19345,Peugeot,308,1.6 VTi Comfort,2009.0,150000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1598.0,122.0,0.0,8.0,Sahibinden,550000.0
19349,Chevrolet,Aveo,1.3 D LS,2012.0,211000.0,Düz,Dizel,Sedan,Gri,1248.0,75.0,2.0,8.0,Sahibinden,420000.0
19352,Chevrolet,Cruze,1.6 LT Plus,2012.0,175000.0,Düz,Benzin,Hatchback/5,Siyah,1598.0,124.0,0.0,4.0,Sahibinden,525000.0
19353,Chevrolet,Cruze,1.6 LS,2010.0,150000.0,Düz,LPG & Benzin,Sedan,Beyaz,1598.0,113.0,1.0,3.0,Sahibinden,520000.0
19354,Chevrolet,Cruze,1.6 LT,2012.0,228500.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,1.0,0.0,Sahibinden,550000.0
19355,Chevrolet,Cruze,2.0 D LTZ,2012.0,210000.0,Otomatik,Dizel,Sedan,Beyaz,1998.0,163.0,0.0,4.0,Sahibinden,490000.0
19356,Chevrolet,Lacetti,1.6 SE,2005.0,290000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1700.0,113.0,5.0,0.0,Sahibinden,270000.0
19357,Chevrolet,Cruze,1.6 Sport,2012.0,178000.0,Düz,Benzin,Sedan,Beyaz,1598.0,124.0,0.0,0.0,Sahibinden,575000.0
19358,Chevrolet,Aveo,1.3 D LT,2012.0,143000.0,Düz,Dizel,Sedan,Beyaz,1248.0,75.0,0.0,0.0,Sahibinden,535000.0
19359,Chevrolet,Cruze,1.6 Sport Plus,2012.0,166000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,124.0,2.0,0.0,Sahibinden,628000.0
19360,Chevrolet,Cruze,1.6 LT Plus,2012.0,168000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1598.0,124.0,0.0,1.0,Sahibinden,619000.0
19361,Chevrolet,Cruze,1.6 LS,2010.0,189000.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,113.0,1.0,6.0,Sahibinden,525000.0
19362,Chevrolet,Cruze,1.6 LS,2011.0,107000.0,Otomatik,LPG & Benzin,Sedan,Gri,1598.0,124.0,0.0,0.0,Galeriden,650000.0
19363,Chevrolet,Aveo,1.4 SE,2010.0,125000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,88.0,3.0,0.0,Galeriden,410000.0
19364,Chevrolet,Aveo,1.2 S,2009.0,225000.0,Düz,LPG & Benzin,Sedan,Siyah,1150.0,72.0,0.0,4.0,Sahibinden,305000.0
19365,Chevrolet,Lacetti,1.4 SE,2011.0,87000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1399.0,95.0,1.0,0.0,Sahibinden,485000.0
19366,Chevrolet,Aveo,1.3 D LS,2012.0,213000.0,Düz,Dizel,Sedan,Beyaz,1248.0,75.0,0.0,0.0,Sahibinden,425000.0
19368,Chevrolet,Aveo,1.4 SX,2010.0,217000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1399.0,100.0,0.0,0.0,Sahibinden,415000.0
19370,Chevrolet,Cruze,1.6 LS,2010.0,224000.0,Otomatik,LPG & Benzin,Sedan,Siyah,1598.0,113.0,0.0,4.0,Sahibinden,500000.0
19371,Chevrolet,Aveo,1.3 D LS,2012.0,164000.0,Düz,Dizel,Hatchback/5,Gri,1248.0,75.0,2.0,0.0,Sahibinden,395000.0
19372,Chevrolet,Aveo,1.2 S,2008.0,158000.0,Düz,LPG & Benzin,Hatchback/5,Füme,1150.0,72.0,0.0,1.0,Sahibinden,335000.0
19376,Seat,Ibiza,1.4 Style,2014.0,217000.0,Düz,Benzin,Hatchback/5,Beyaz,1390.0,85.0,0.0,2.0,Galeriden,565000.0
19377,Chevrolet,Aveo,1.3 D LTZ,2013.0,110000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,5.0,Sahibinden,565000.0
19380,Chevrolet,Kalos,1.4 SX,2004.0,238000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1399.0,94.0,1.0,7.0,Sahibinden,295000.0
19381,Chevrolet,Cruze,1.6 LS,2010.0,311000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,124.0,0.0,3.0,Sahibinden,395000.0
19383,Seat,Leon,1.5 EcoTSI Xcellence,2020.0,77000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1346000.0
19384,Chevrolet,Lacetti,1.4 SE,2011.0,276000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1399.0,95.0,0.0,4.0,Sahibinden,290000.0
19386,Chevrolet,Aveo,1.3 D LT,2013.0,226000.0,Düz,Benzin,Sedan,Beyaz,1300.0,63.0,0.0,6.0,Galeriden,449750.0
19387,Seat,Leon,1.6 TDI Style,2016.0,117000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,1.0,1.0,Galeriden,1050000.0
19388,Seat,Ibiza,1.0 EcoTSI Style,2020.0,27000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1200.0,113.0,0.0,0.0,Galeriden,1065000.0
19389,Seat,Leon,1.4 EcoTSI Xcellence,2017.0,237000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,138.0,0.0,0.0,Galeriden,1099000.0
19390,Seat,Ibiza,1.4 Copa,2011.0,150000.0,Düz,Benzin,Hatchback/5,Siyah,1300.0,88.0,1.0,2.0,Galeriden,529900.0
19391,Seat,Leon,1.6 TDI Style,2019.0,115000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1179000.0
19392,Seat,Toledo,1.4 TSI Style,2013.0,163000.0,Otomatik,Benzin,Hatchback/5,Kahverengi,1300.0,113.0,0.0,3.0,Galeriden,738750.0
19393,Seat,Toledo,1.4 TDI Style,2016.0,179000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,88.0,0.0,0.0,Galeriden,825000.0
19394,Seat,Leon,1.6 TDI Style,2017.0,270000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,3.0,Galeriden,795000.0
19397,Seat,Ibiza,1.0 EcoTSI Style,2024.0,9000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200.0,113.0,0.0,0.0,Galeriden,1189000.0
19398,Seat,Leon,1.6 TDI CR Style,2012.0,139000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,1.0,1.0,Galeriden,725850.0
19399,Seat,Leon,1.5 EcoTSI FR,2020.0,120000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1395000.0
19401,Seat,Leon,1.6 Stylance,2008.0,249000.0,Düz,Benzin,Hatchback/5,Kırmızı,1595.0,102.0,3.0,0.0,Galeriden,472900.0
19402,Seat,Leon,1.0 eTSI Style,2024.0,25501.0,Otomatik,Benzin,Hatchback/5,Füme,1200.0,113.0,0.0,2.0,Yetkili Bayiden,1399950.0
19403,Seat,Leon,1.2 TSI Style,2014.0,113000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1200.0,113.0,0.0,0.0,Galeriden,1020000.0
19405,Seat,Leon,1.4 TSI FR,2017.0,101957.0,Düz,Benzin,Hatchback/5,Beyaz,1300.0,113.0,0.0,5.0,Yetkili Bayiden,1109900.0
19406,Seat,Ibiza,1.4 Reference,2011.0,234000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,2.0,7.0,Galeriden,435000.0
19407,Seat,Cordoba,1.6 SXE,1999.0,232000.0,Düz,Benzin,Sedan,Beyaz,1500.0,88.0,0.0,0.0,Galeriden,219000.0
19408,Seat,Ibiza,1.0 EcoTSI FR,2024.0,11000.0,Otomatik,Benzin,Hatchback/5,Füme,1200.0,113.0,0.0,0.0,Galeriden,1450000.0
19409,Seat,Leon,1.6 TDI CR Style,2011.0,272000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,1.0,4.0,Galeriden,600000.0
19410,Seat,Leon,1.5 TSI FR,2021.0,118000.0,Düz,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,1250000.0
19411,Seat,Ibiza,1.0 EcoTSI Style,2017.0,126000.0,Düz,Benzin,Hatchback/5,Şampanya,1200.0,88.0,0.0,0.0,Galeriden,795000.0
19412,Seat,Leon,1.4 EcoTSI FR,2016.0,121000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,138.0,0.0,0.0,Galeriden,1259000.0
19413,Seat,Cordoba,1.4 TDI Reference,2008.0,230000.0,Düz,Benzin,Sedan,Gri,1422.0,80.0,0.0,3.0,Galeriden,395000.0
19414,Seat,Leon,1.4 EcoTSI Xcellence,2017.0,185000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1300.0,138.0,0.0,0.0,Galeriden,1194995.0
19415,Seat,Leon,1.4 EcoTSI Xcellence,2018.0,106900.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1300.0,138.0,0.0,0.0,Galeriden,1345000.0
19416,Seat,Leon,1.6 TDI CR Style,2013.0,255000.0,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598.0,105.0,0.0,6.0,Galeriden,789000.0
